timestamp,min,max,avg,mode,number_of_packets
1711122120.0,-71.0,-45.0,-57.35880398671096,-48.0,1204.0
1711122180.0,-74.0,-45.0,-55.123728813559325,-48.0,1180.0
1711122240.0,-60.0,-45.0,-49.9366391184573,-48.0,726.0
1711122300.0,-50.0,-45.0,-47.8656462585034,-48.0,588.0
1711122360.0,-52.0,-45.0,-47.877104377104374,-48.0,594.0
1711122420.0,-48.0,-45.0,-47.89115646258504,-48.0,588.0
1711122480.0,-52.0,-46.0,-47.88756388415673,-48.0,587.0
1711122540.0,-52.0,-45.0,-47.89437819420784,-48.0,587.0
1711122600.0,-53.0,-45.0,-47.89267461669506,-48.0,587.0
1711122660.0,-49.0,-45.0,-47.86734693877551,-48.0,588.0
1711122720.0,-52.0,-45.0,-47.85860306643952,-48.0,587.0
1711122780.0,-53.0,-45.0,-47.894557823129254,-48.0,588.0
1711122840.0,-48.0,-45.0,-47.84667802385008,-48.0,587.0
1711122900.0,-50.0,-46.0,-47.90955631399317,-48.0,586.0
1711122960.0,-52.0,-47.0,-47.89437819420784,-48.0,587.0
1711123020.0,-48.0,-46.0,-47.85665529010239,-48.0,586.0
1711123080.0,-49.0,-45.0,-47.89097103918228,-48.0,587.0
1711123140.0,-53.0,-45.0,-47.89778534923339,-48.0,587.0
1711123200.0,-52.0,-45.0,-47.867120954003404,-48.0,587.0
1711123260.0,-52.0,-45.0,-47.906143344709896,-48.0,586.0
1711123320.0,-53.0,-45.0,-47.889267461669505,-48.0,587.0
1711123380.0,-53.0,-45.0,-47.87157534246575,-48.0,584.0
1711123440.0,-52.0,-46.0,-47.9,-48.0,590.0
1711123500.0,-48.0,-45.0,-47.86882453151618,-48.0,587.0
1711123560.0,-52.0,-45.0,-47.86201022146508,-48.0,587.0
1711123620.0,-53.0,-45.0,-47.89778534923339,-48.0,587.0
1711123680.0,-52.0,-45.0,-47.889078498293514,-48.0,586.0
1711123740.0,-49.0,-46.0,-47.79863481228669,-48.0,586.0
1711123800.0,-49.0,-46.0,-47.582623509369675,-48.0,587.0
1711123860.0,-52.0,-45.0,-47.86317567567568,-48.0,592.0
1711123920.0,-50.0,-45.0,-47.88415672913118,-48.0,587.0
1711123980.0,-50.0,-46.0,-47.88074957410562,-48.0,587.0
1711124040.0,-53.0,-45.0,-47.857859531772576,-48.0,598.0
1711124100.0,-53.0,-45.0,-47.88741721854305,-48.0,604.0
1711124160.0,-53.0,-45.0,-47.87904599659284,-48.0,587.0
1711124220.0,-50.0,-45.0,-47.86541737649063,-48.0,587.0
1711124280.0,-53.0,-46.0,-47.91652470187393,-48.0,587.0
1711124400.0,-52.0,-45.0,-47.872756933115824,-48.0,613.0
1711124460.0,-53.0,-45.0,-47.807495741056215,-48.0,587.0
1711124520.0,-53.0,-45.0,-47.884033613445375,-48.0,595.0
1711124580.0,-50.0,-46.0,-47.882252559726965,-48.0,586.0
1711124637.413295,-48.0,-46.0,-47.88775510204081,-48.0,588.0
