timestamp,min,max,avg,mode,number_of_packets
1709914860.0,-37.0,-33.0,-36.04599659284497,-36.0,587.0
1709914920.0,-37.0,-33.0,-36.06814310051107,-36.0,587.0
1709914980.0,-37.0,-33.0,-35.98807495741056,-36.0,587.0
1709915040.0,-37.0,-33.0,-35.98637137989778,-36.0,587.0
1709915100.0,-37.0,-33.0,-35.97274275979557,-36.0,587.0
1709915160.0,-41.0,-33.0,-35.94378194207837,-36.0,587.0
1709915220.0,-40.0,-33.0,-35.99829642248722,-36.0,587.0
1709915280.0,-41.0,-33.0,-36.03577512776831,-36.0,587.0
1709915340.0,-37.0,-33.0,-35.91482112436116,-36.0,587.0
1709915400.0,-40.0,-33.0,-36.03236797274276,-36.0,587.0
1709915460.0,-41.0,-33.0,-35.98466780238501,-36.0,587.0
1709915520.0,-37.0,-33.0,-35.95741056218058,-36.0,587.0
1709915580.0,-40.0,-33.0,-36.017035775127766,-36.0,587.0
1709915640.0,-38.0,-33.0,-35.981260647359456,-36.0,587.0
1709915700.0,-37.0,-33.0,-36.03236797274276,-36.0,587.0
1709915760.0,-37.0,-33.0,-35.9778534923339,-36.0,587.0
1709915820.0,-37.0,-33.0,-36.01022146507666,-36.0,587.0
1709915880.0,-37.0,-33.0,-36.02555366269165,-36.0,587.0
1709915940.0,-37.0,-33.0,-36.04258943781942,-36.0,587.0
1709916000.0,-37.0,-33.0,-35.94027303754266,-36.0,586.0
1709916060.0,-40.0,-33.0,-36.02044293015332,-36.0,587.0
1709916120.0,-41.0,-33.0,-36.01533219761499,-36.0,587.0
1709916180.0,-40.0,-33.0,-35.982964224872234,-36.0,587.0
1709916240.0,-40.0,-33.0,-35.97955706984668,-36.0,587.0
1709916300.0,-37.0,-33.0,-35.993185689948895,-36.0,587.0
1709916360.0,-41.0,-33.0,-36.01326699834163,-36.0,603.0
1709916420.0,-40.0,-33.0,-35.97614991482112,-36.0,587.0
1709916480.0,-41.0,-33.0,-36.01192504258944,-36.0,587.0
1709916540.0,-40.0,-33.0,-35.89608177172061,-36.0,587.0
1709916600.0,-39.0,-33.0,-35.96422487223169,-36.0,587.0
1709916660.0,-38.0,-33.0,-35.996592844974444,-36.0,587.0
1709916720.0,-40.0,-33.0,-36.02901023890785,-36.0,586.0
1709916780.0,-39.0,-33.0,-35.982964224872234,-36.0,587.0
1709916840.0,-40.0,-33.0,-35.986666666666665,-36.0,600.0
1709916900.0,-37.0,-33.0,-35.95741056218058,-36.0,587.0
1709916960.0,-37.0,-33.0,-36.02725724020443,-36.0,587.0
1709917020.0,-39.0,-33.0,-35.945485519591145,-36.0,587.0
1709917080.0,-41.0,-33.0,-35.97274275979557,-36.0,587.0
1709917140.0,-37.0,-33.0,-35.967851099830796,-36.0,591.0
1709917200.0,-37.0,-33.0,-35.97614991482112,-36.0,587.0
1709917260.0,-37.0,-33.0,-35.99317406143345,-36.0,586.0
1709917320.0,-40.0,-33.0,-35.99152542372882,-36.0,590.0
1709917380.0,-41.0,-33.0,-35.993344425956735,-36.0,601.0
1709917440.0,-41.0,-33.0,-35.97098976109215,-36.0,586.0
1709917500.0,-40.0,-33.0,-35.95741056218058,-36.0,587.0
1709917560.0,-37.0,-33.0,-35.96081771720613,-36.0,587.0
1709917620.0,-38.0,-33.0,-35.996592844974444,-36.0,587.0
1709917680.0,-37.0,-33.0,-35.923339011925044,-36.0,587.0
1709917740.0,-37.0,-33.0,-36.0,-36.0,587.0
1709917800.0,-40.0,-33.0,-35.92844974446337,-36.0,587.0
1709917860.0,-41.0,-33.0,-35.993185689948895,-36.0,587.0
1709917920.0,-39.0,-33.0,-35.98637137989778,-36.0,587.0
1709917980.0,-39.0,-33.0,-36.00170357751278,-36.0,587.0
1709918040.0,-40.0,-33.0,-35.97955706984668,-36.0,587.0
1709918100.0,-39.0,-33.0,-35.94207836456559,-36.0,587.0
1709918160.0,-38.0,-33.0,-35.95229982964225,-36.0,587.0
1709918220.0,-37.0,-33.0,-35.981260647359456,-36.0,587.0
1709918280.0,-39.0,-33.0,-35.98831385642738,-36.0,599.0
1709918340.0,-41.0,-33.0,-35.99,-36.0,600.0
1709918400.0,-40.0,-33.0,-35.96592844974446,-36.0,587.0
1709918460.0,-40.0,-33.0,-35.945485519591145,-36.0,587.0
1709918520.0,-41.0,-33.0,-36.003407155025556,-36.0,587.0
1709918580.0,-40.0,-33.0,-35.92844974446337,-36.0,587.0
1709918640.0,-37.0,-33.0,-35.96081771720613,-36.0,587.0
1709918700.0,-39.0,-33.0,-35.9557069846678,-36.0,587.0
1709918760.0,-40.0,-33.0,-35.93197278911565,-36.0,588.0
1709918820.0,-37.0,-33.0,-35.969335604770016,-36.0,587.0
1709918880.0,-40.0,-33.0,-35.84497444633731,-36.0,587.0
1709918940.0,-37.0,-33.0,-35.95059625212947,-36.0,587.0
1709919000.0,-41.0,-33.0,-35.99148211243612,-36.0,587.0
1709919060.0,-40.0,-33.0,-35.947189097103916,-36.0,587.0
1709919120.0,-40.0,-33.0,-36.0,-36.0,587.0
1709919180.0,-41.0,-33.0,-35.97955706984668,-36.0,587.0
1709919240.0,-37.0,-33.0,-35.923339011925044,-36.0,587.0
1709919300.0,-37.0,-33.0,-35.98009950248756,-36.0,603.0
1709919360.0,-39.0,-33.0,-35.901192504258944,-36.0,587.0
1709919420.0,-41.0,-33.0,-35.93015332197615,-36.0,587.0
