timestamp,min,max,avg,mode,number_of_packets
1709914980.0,-50.0,-44.0,-46.018739352640544,-46.0,587.0
1709915040.0,-51.0,-43.0,-46.003407155025556,-46.0,587.0
1709915100.0,-51.0,-44.0,-45.9778534923339,-46.0,587.0
1709915160.0,-51.0,-43.0,-45.960750853242324,-46.0,586.0
1709915220.0,-52.0,-44.0,-45.99486301369863,-46.0,584.0
1709915280.0,-52.0,-44.0,-46.056384742951906,-46.0,603.0
1709915340.0,-51.0,-44.0,-46.017035775127766,-46.0,587.0
1709915400.0,-51.0,-43.0,-46.06164383561644,-46.0,584.0
1709915460.0,-52.0,-44.0,-46.030664395229984,-46.0,587.0
1709915520.0,-52.0,-43.0,-46.02385008517888,-46.0,587.0
1709915580.0,-51.0,-43.0,-45.92153589315526,-46.0,599.0
1709915640.0,-52.0,-43.0,-46.030664395229984,-46.0,587.0
1709915700.0,-52.0,-43.0,-45.974489795918366,-46.0,588.0
1709915760.0,-52.0,-44.0,-46.051107325383306,-46.0,587.0
1709915820.0,-51.0,-44.0,-46.01669449081803,-46.0,599.0
1709915880.0,-50.0,-44.0,-46.032423208191126,-46.0,586.0
1709915940.0,-51.0,-44.0,-46.028475711892796,-46.0,597.0
1709916000.0,-50.0,-44.0,-45.996661101836395,-46.0,599.0
1709916060.0,-52.0,-44.0,-46.013675213675214,-46.0,585.0
1709916120.0,-51.0,-44.0,-46.00851788756388,-46.0,587.0
1709916180.0,-51.0,-43.0,-45.9778534923339,-46.0,587.0
1709916240.0,-52.0,-43.0,-46.02881355932203,-46.0,590.0
1709916300.0,-50.0,-44.0,-46.00833333333333,-46.0,600.0
1709916360.0,-51.0,-44.0,-45.97952218430034,-46.0,586.0
1709916420.0,-51.0,-43.0,-46.03482587064676,-46.0,603.0
1709916480.0,-51.0,-44.0,-46.02044293015332,-46.0,587.0
1709916540.0,-51.0,-44.0,-46.044444444444444,-46.0,585.0
1709916600.0,-51.0,-43.0,-46.02013422818792,-46.0,596.0
1709916660.0,-52.0,-44.0,-46.015228426395936,-46.0,591.0
1709916720.0,-51.0,-44.0,-46.052542372881355,-46.0,590.0
1709916780.0,-51.0,-43.0,-46.028960817717206,-46.0,587.0
1709916840.0,-49.0,-44.0,-45.98977853492334,-46.0,587.0
1709916900.0,-51.0,-44.0,-46.00847457627118,-46.0,590.0
1709916960.0,-51.0,-44.0,-46.02385008517888,-46.0,587.0
1709917020.0,-50.0,-43.0,-46.01533219761499,-46.0,587.0
1709917080.0,-52.0,-43.0,-46.05811965811966,-46.0,585.0
1709917140.0,-51.0,-43.0,-46.03654485049834,-46.0,602.0
1709917200.0,-52.0,-44.0,-45.993185689948895,-46.0,587.0
1709917260.0,-51.0,-44.0,-46.03220338983051,-46.0,590.0
1709917320.0,-51.0,-44.0,-46.030664395229984,-46.0,587.0
1709917380.0,-51.0,-44.0,-45.984693877551024,-46.0,588.0
1709917440.0,-51.0,-44.0,-46.03193277310925,-46.0,595.0
1709917500.0,-49.0,-43.0,-45.93288590604027,-46.0,596.0
1709917560.0,-48.0,-44.0,-45.98805460750853,-46.0,586.0
